date,mean_TA,min_TA,max_TA,rain,rain_cum_yr,rain_cum_wyr,wtr_yr_day,wtr_yr,year,month,day,DOY,mean,max,min,std,sem,ci95_hi,ci95_lo
2007-11-19,1.0,-0.5,2.5,0.0,2814.02,727.7,50,2008,2007,11,19,323,3.9000000000000004,7.7,-0.9,2.485960578931211,0.5424810727442151,4.963262902578662,2.836737097421339
2007-11-20,1.0,-0.8,5.3,7.1,2821.12,734.8,51,2008,2007,11,20,324,3.2666666666666666,6.7,-1.8,2.7275141307302757,0.5951923791968176,4.433243729892429,2.100089603440904
2007-11-21,0.9,-1.3,6.6,0.0,2821.12,734.8,52,2008,2007,11,21,325,3.5857142857142854,8.9,-2.6,3.0780327669285326,0.6716818164763985,4.902210646008026,2.2692179254205445
2007-11-22,0.7,-1.8,7.1,0.0,2821.12,734.8,53,2008,2007,11,22,326,3.4142857142857146,11.0,-6.6,3.4527214938777955,0.7534455999664764,4.8910390902200085,1.937532338351421
2007-11-23,1.2,-1.3,7.0,0.25,2821.37,735.05,54,2008,2007,11,23,327,3.223809523809524,8.5,-8.4,3.170316192732952,0.6918197109591886,4.579776157289533,1.8678428903295143
2007-11-24,1.5,-0.7,5.1,0.25,2821.62,735.3,55,2008,2007,11,24,328,3.1809523809523808,6.5,-6.5,2.8421152417907067,0.6202003918711254,4.396545149019786,1.965359612884975
2007-11-25,1.5,-1.1,5.7,0.0,2821.62,735.3,56,2008,2007,11,25,329,3.5666666666666664,8.2,-2.4,2.7610384519838425,0.6025079858523644,4.747582318937301,2.385751014396032
2007-11-26,0.5,-0.7,2.0,0.0,2821.62,735.3,57,2008,2007,11,26,330,3.619047619047619,8.4,-0.7,2.5566812565548815,0.5579135898113122,4.712558255077791,2.5255369830174472
2007-11-27,0.4,-0.7,3.0,11.42,2833.04,746.72,58,2008,2007,11,27,331,3.1380952380952385,10.3,-5.2,3.525829858412937,0.7693991530339389,4.646117578041759,1.6300728981487183
2007-11-28,0.3,-0.7,0.7,4.31,2837.35,751.03,59,2008,2007,11,28,332,2.3285714285714283,9.8,-8.6,3.740339938714509,0.8162090901917012,3.9283412453471627,0.7288016117956939
2007-11-29,0.6,-2.0,4.7,13.46,2850.81,764.49,60,2008,2007,11,29,333,1.9904761904761903,9.0,-5.4,3.7563153171565298,0.8196952035710405,3.5970787894754297,0.3838735914769509
2007-11-30,-1.8,-3.6,3.7,3.81,2854.62,768.3,61,2008,2007,11,30,334,2.3190476190476192,8.4,-4.3,3.5112133298361474,0.7662095650053378,3.8208183664580813,0.8172768716371572
2008-11-26,1.8,-0.1,4.9,7.87,1811.07,581.44,57,2009,2008,11,26,331,3.1380952380952385,10.3,-5.2,3.525829858412937,0.7693991530339389,4.646117578041759,1.6300728981487183
2009-10-12,4.4,-1.4,11.3,0.0,1210.29,39.04,12,2010,2009,10,12,285,8.7,13.2,3.9,2.4801209647918383,0.541206764466929,9.76076525835518,7.6392347416448185
2009-10-27,3.5,0.0,10.5,22.86,1434.01,262.76,27,2010,2009,10,27,300,6.795238095238095,10.5,1.6,2.6312499293066387,0.5741858082568988,7.9206422794216165,5.669833911054574
2009-11-13,2.9,-1.6,6.5,1.78,1703.6,532.35,44,2010,2009,11,13,317,4.795238095238095,9.9,-0.6,2.7109917355971764,0.5915868969892272,5.95474841333698,3.63572777713921
2009-11-14,0.7,-1.6,3.0,27.18,1730.78,559.53,45,2010,2009,11,14,318,4.776190476190476,7.9,-0.7,2.5145386777508043,0.5487173251755825,5.851676433534617,3.700704518846335
2009-11-27,2.7,-0.2,5.4,9.91,2147.75,976.5,58,2010,2009,11,27,331,3.1380952380952385,10.3,-5.2,3.525829858412937,0.7693991530339389,4.646117578041759,1.6300728981487183
2010-11-19,0.6,-0.7,2.2,8.37,2028.54,435.1,50,2011,2010,11,19,323,3.9000000000000004,7.7,-0.9,2.485960578931211,0.5424810727442151,4.963262902578662,2.836737097421339
2010-11-20,-0.4,-2.0,1.8,13.72,2042.26,448.82,51,2011,2010,11,20,324,3.2666666666666666,6.7,-1.8,2.7275141307302757,0.5951923791968176,4.433243729892429,2.100089603440904
2010-11-21,-2.6,-6.1,1.7,3.55,2045.81,452.37,52,2011,2010,11,21,325,3.5857142857142854,8.9,-2.6,3.0780327669285326,0.6716818164763985,4.902210646008026,2.2692179254205445
2010-11-22,-6.6,-8.5,-5.2,1.01,2046.82,453.38,53,2011,2010,11,22,326,3.4142857142857146,11.0,-6.6,3.4527214938777955,0.7534455999664764,4.8910390902200085,1.937532338351421
2010-11-23,-8.4,-11.3,-3.9,0.0,2046.82,453.38,54,2011,2010,11,23,327,3.223809523809524,8.5,-8.4,3.170316192732952,0.6918197109591886,4.579776157289533,1.8678428903295143
2010-11-24,-6.5,-8.3,-5.3,0.25,2047.07,453.63,55,2011,2010,11,24,328,3.1809523809523808,6.5,-6.5,2.8421152417907067,0.6202003918711254,4.396545149019786,1.965359612884975
2010-11-25,-2.4,-5.3,1.5,0.0,2047.07,453.63,56,2011,2010,11,25,329,3.5666666666666664,8.2,-2.4,2.7610384519838425,0.6025079858523644,4.747582318937301,2.385751014396032
2010-11-27,1.0,-1.1,3.7,38.86,2085.93,492.49,58,2011,2010,11,27,331,3.1380952380952385,10.3,-5.2,3.525829858412937,0.7693991530339389,4.646117578041759,1.6300728981487183
2010-11-28,0.5,-1.2,5.0,12.17,2098.1,504.66,59,2011,2010,11,28,332,2.3285714285714283,9.8,-8.6,3.740339938714509,0.8162090901917012,3.9283412453471627,0.7288016117956939
2010-11-29,1.0,-0.4,3.0,2.29,2100.39,506.95,60,2011,2010,11,29,333,1.9904761904761903,9.0,-5.4,3.7563153171565298,0.8196952035710405,3.5970787894754297,0.3838735914769509
2011-10-27,3.7,-0.1,10.4,7.62,2026.67,175.25,27,2012,2011,10,27,300,6.795238095238095,10.5,1.6,2.6312499293066387,0.5741858082568988,7.9206422794216165,5.669833911054574
2011-11-01,3.7,0.0,9.3,0.0,2061.46,210.04,32,2012,2011,11,1,305,6.276190476190477,11.5,0.9,2.909966453742167,0.6350067401931282,7.520803686969009,5.031577265411945
2011-11-03,2.6,-0.1,5.6,10.16,2071.87,220.45,34,2012,2011,11,3,307,6.39047619047619,10.3,0.0,3.454837877803351,0.7539074328016405,7.868134758767406,4.912817622184974
2011-11-04,1.8,-1.0,8.5,0.76,2072.63,221.21,35,2012,2011,11,4,308,6.438095238095237,11.8,-1.5,3.9626350059620927,0.864717850776337,8.132942225616858,4.743248250573616
2011-11-05,2.0,-0.6,7.9,2.28,2074.91,223.49,36,2012,2011,11,5,309,6.3619047619047615,12.4,-0.6,3.509911137119598,0.7659254032580517,7.863118552290543,4.86069097151898
2011-11-06,1.4,-1.3,7.7,2.54,2077.45,226.03,37,2012,2011,11,6,310,5.885714285714285,12.4,-0.7,3.4534454844815077,0.7536035876685692,7.362777317544681,4.40865125388389
2011-11-12,1.1,-0.4,3.6,28.44,2137.33,285.91,43,2012,2011,11,12,316,4.6761904761904765,11.3,0.0,3.050885897883558,0.6657578839868913,5.981075928804783,3.3713050235761695
2011-11-14,3.6,-0.8,7.9,2.01,2159.4,307.98,45,2012,2011,11,14,318,4.776190476190476,7.9,-0.7,2.5145386777508043,0.5487173251755825,5.851676433534617,3.700704518846335
2011-11-15,0.8,-1.9,7.1,0.25,2159.65,308.23,46,2012,2011,11,15,319,5.057142857142857,8.5,-0.7,2.737804125311274,0.5974378401048227,6.22812102374831,3.8861646905374045
2011-11-16,2.3,-0.7,6.3,0.0,2159.65,308.23,47,2012,2011,11,16,320,4.538095238095238,8.3,0.5,2.409248054990642,0.5257410276152261,5.568547652221081,3.5076428239693946
2011-11-18,0.7,-0.4,3.5,0.0,2189.63,338.21,49,2012,2011,11,18,322,4.333333333333333,9.2,0.7,2.419986225856117,0.5280842886064836,5.368378539002041,3.298288127664625
2011-11-19,-0.9,-3.5,3.6,7.35,2196.98,345.56,50,2012,2011,11,19,323,3.9000000000000004,7.7,-0.9,2.485960578931211,0.5424810727442151,4.963262902578662,2.836737097421339
2011-11-20,-1.8,-4.6,2.3,1.27,2198.25,346.83,51,2012,2011,11,20,324,3.2666666666666666,6.7,-1.8,2.7275141307302757,0.5951923791968176,4.433243729892429,2.100089603440904
2011-11-21,2.5,-0.9,6.3,0.5,2198.75,347.33,52,2012,2011,11,21,325,3.5857142857142854,8.9,-2.6,3.0780327669285326,0.6716818164763985,4.902210646008026,2.2692179254205445
2011-11-25,2.4,0.0,6.3,23.87,2307.18,455.76,56,2012,2011,11,25,329,3.5666666666666664,8.2,-2.4,2.7610384519838425,0.6025079858523644,4.747582318937301,2.385751014396032
2011-11-30,1.1,-0.7,6.6,8.89,2400.13,548.71,61,2012,2011,11,30,334,2.3190476190476192,8.4,-4.3,3.5112133298361474,0.7662095650053378,3.8208183664580813,0.8172768716371572
2012-11-09,2.3,-1.7,8.2,0.0,2098.04,556.0,40,2013,2012,11,9,314,5.466666666666667,12.0,0.7,2.842592713234404,0.620304584682217,6.682463652643812,4.250869680689521
2012-11-10,0.7,-2.2,5.9,0.25,2098.29,556.25,41,2013,2012,11,10,315,4.895238095238095,10.7,0.7,2.5070851980888467,0.5470908425688332,5.967536146673008,3.8229400438031815
2012-11-11,0.4,-1.7,2.2,0.0,2098.29,556.25,42,2013,2012,11,11,316,4.6761904761904765,11.3,0.0,3.050885897883558,0.6657578839868913,5.981075928804783,3.3713050235761695
2012-11-25,1.7,-0.4,5.1,1.01,2360.16,818.12,56,2013,2012,11,25,330,3.619047619047619,8.4,-0.7,2.5566812565548815,0.5579135898113122,4.712558255077791,2.5255369830174472
2012-11-26,1.1,-1.2,7.4,0.26,2360.42,818.38,57,2013,2012,11,26,331,3.1380952380952385,10.3,-5.2,3.525829858412937,0.7693991530339389,4.646117578041759,1.6300728981487183
2012-11-27,2.8,0.0,6.2,0.25,2360.67,818.63,58,2013,2012,11,27,332,2.3285714285714283,9.8,-8.6,3.740339938714509,0.8162090901917012,3.9283412453471627,0.7288016117956939
2013-11-03,2.2,-1.0,8.8,39.88,2095.75,171.93,34,2014,2013,11,3,307,6.39047619047619,10.3,0.0,3.454837877803351,0.7539074328016405,7.868134758767406,4.912817622184974
2013-11-04,1.8,-1.9,6.1,0.26,2096.01,172.19,35,2014,2013,11,4,308,6.438095238095237,11.8,-1.5,3.9626350059620927,0.864717850776337,8.132942225616858,4.743248250573616
2013-11-19,2.2,-1.8,5.8,14.99,2242.82,319.0,50,2014,2013,11,19,323,3.9000000000000004,7.7,-0.9,2.485960578931211,0.5424810727442151,4.963262902578662,2.836737097421339
2013-11-20,-1.2,-3.4,4.0,0.0,2242.82,319.0,51,2014,2013,11,20,324,3.2666666666666666,6.7,-1.8,2.7275141307302757,0.5951923791968176,4.433243729892429,2.100089603440904
2013-11-21,-1.4,-3.9,4.1,0.25,2243.07,319.25,52,2014,2013,11,21,325,3.5857142857142854,8.9,-2.6,3.0780327669285326,0.6716818164763985,4.902210646008026,2.2692179254205445
2013-11-22,0.4,-2.5,6.3,0.0,2243.07,319.25,53,2014,2013,11,22,326,3.4142857142857146,11.0,-6.6,3.4527214938777955,0.7534455999664764,4.8910390902200085,1.937532338351421
2013-11-23,2.7,-0.5,8.8,0.26,2243.33,319.51,54,2014,2013,11,23,327,3.223809523809524,8.5,-8.4,3.170316192732952,0.6918197109591886,4.579776157289533,1.8678428903295143
2014-11-11,2.3,-1.0,8.5,0.25,2476.75,672.33,42,2015,2014,11,11,315,4.895238095238095,10.7,0.7,2.5070851980888467,0.5470908425688332,5.967536146673008,3.8229400438031815
2014-11-12,0.0,-3.1,7.7,0.0,2476.75,672.33,43,2015,2014,11,12,316,4.6761904761904765,11.3,0.0,3.050885897883558,0.6657578839868913,5.981075928804783,3.3713050235761695
2014-11-13,-0.6,-3.6,6.7,0.0,2476.75,672.33,44,2015,2014,11,13,317,4.795238095238095,9.9,-0.6,2.7109917355971764,0.5915868969892272,5.95474841333698,3.63572777713921
2014-11-14,-0.7,-3.4,6.5,0.0,2476.75,672.33,45,2015,2014,11,14,318,4.776190476190476,7.9,-0.7,2.5145386777508043,0.5487173251755825,5.851676433534617,3.700704518846335
2014-11-15,-0.7,-3.5,6.9,0.0,2476.75,672.33,46,2015,2014,11,15,319,5.057142857142857,8.5,-0.7,2.737804125311274,0.5974378401048227,6.22812102374831,3.8861646905374045
2014-11-16,0.5,-2.5,7.4,0.0,2476.75,672.33,47,2015,2014,11,16,320,4.538095238095238,8.3,0.5,2.409248054990642,0.5257410276152261,5.568547652221081,3.5076428239693946
2014-11-17,2.3,-0.7,9.2,0.0,2476.75,672.33,48,2015,2014,11,17,321,4.5476190476190474,9.8,1.4,2.101337442587232,0.4585494233952816,5.4463759174738,3.6488621777642956
2014-11-28,4.3,-0.9,10.5,56.64,2758.95,954.53,59,2015,2014,11,28,332,2.3285714285714283,9.8,-8.6,3.740339938714509,0.8162090901917012,3.9283412453471627,0.7288016117956939
2014-11-29,-3.9,-6.6,0.0,5.59,2764.54,960.12,60,2015,2014,11,29,333,1.9904761904761903,9.0,-5.4,3.7563153171565298,0.8196952035710405,3.5970787894754297,0.3838735914769509
2014-11-30,-4.3,-7.0,1.3,1.27,2765.81,961.39,61,2015,2014,11,30,334,2.3190476190476192,8.4,-4.3,3.5112133298361474,0.7662095650053378,3.8208183664580813,0.8172768716371572
2015-11-15,3.7,-0.1,8.5,5.59,2367.28,513.08,46,2016,2015,11,15,319,5.057142857142857,8.5,-0.7,2.737804125311274,0.5974378401048227,6.22812102374831,3.8861646905374045
2015-11-16,1.3,-0.9,3.2,1.78,2369.06,514.86,47,2016,2015,11,16,320,4.538095238095238,8.3,0.5,2.409248054990642,0.5257410276152261,5.568547652221081,3.5076428239693946
2015-11-18,2.3,-0.7,6.1,42.67,2436.62,582.42,49,2016,2015,11,18,322,4.333333333333333,9.2,0.7,2.419986225856117,0.5280842886064836,5.368378539002041,3.298288127664625
2015-11-19,0.8,-2.1,8.1,0.0,2436.62,582.42,50,2016,2015,11,19,323,3.9000000000000004,7.7,-0.9,2.485960578931211,0.5424810727442151,4.963262902578662,2.836737097421339
2015-11-20,0.0,-2.6,7.7,0.26,2436.88,582.68,51,2016,2015,11,20,324,3.2666666666666666,6.7,-1.8,2.7275141307302757,0.5951923791968176,4.433243729892429,2.100089603440904
2015-11-21,0.7,-2.3,7.2,0.0,2436.88,582.68,52,2016,2015,11,21,325,3.5857142857142854,8.9,-2.6,3.0780327669285326,0.6716818164763985,4.902210646008026,2.2692179254205445
2015-11-22,2.7,-0.5,7.4,0.25,2437.13,582.93,53,2016,2015,11,22,326,3.4142857142857146,11.0,-6.6,3.4527214938777955,0.7534455999664764,4.8910390902200085,1.937532338351421
2015-11-24,1.2,-2.9,6.9,6.6,2443.73,589.53,55,2016,2015,11,24,328,3.1809523809523808,6.5,-6.5,2.8421152417907067,0.6202003918711254,4.396545149019786,1.965359612884975
2015-11-25,-0.7,-3.7,6.9,0.26,2443.99,589.79,56,2016,2015,11,25,329,3.5666666666666664,8.2,-2.4,2.7610384519838425,0.6025079858523644,4.747582318937301,2.385751014396032
2015-11-26,1.2,-1.8,8.8,0.0,2443.99,589.79,57,2016,2015,11,26,330,3.619047619047619,8.4,-0.7,2.5566812565548815,0.5579135898113122,4.712558255077791,2.5255369830174472
2015-11-27,0.9,-1.9,7.8,0.0,2443.99,589.79,58,2016,2015,11,27,331,3.1380952380952385,10.3,-5.2,3.525829858412937,0.7693991530339389,4.646117578041759,1.6300728981487183
2015-11-28,0.5,-2.2,7.5,0.25,2444.24,590.04,59,2016,2015,11,28,332,2.3285714285714283,9.8,-8.6,3.740339938714509,0.8162090901917012,3.9283412453471627,0.7288016117956939
2015-11-29,-0.2,-2.8,7.0,0.0,2444.24,590.04,60,2016,2015,11,29,333,1.9904761904761903,9.0,-5.4,3.7563153171565298,0.8196952035710405,3.5970787894754297,0.3838735914769509
2015-11-30,1.5,-2.8,7.6,0.0,2444.24,590.04,61,2016,2015,11,30,334,2.3190476190476192,8.4,-4.3,3.5112133298361474,0.7662095650053378,3.8208183664580813,0.8172768716371572
2017-11-03,0.0,-3.0,3.2,22.34,2358.74,352.9,34,2018,2017,11,3,307,6.39047619047619,10.3,0.0,3.454837877803351,0.7539074328016405,7.868134758767406,4.912817622184974
2017-11-04,-1.5,-3.7,0.4,0.0,2358.74,352.9,35,2018,2017,11,4,308,6.438095238095237,11.8,-1.5,3.9626350059620927,0.864717850776337,8.132942225616858,4.743248250573616
2017-11-05,0.0,-2.2,4.7,0.76,2359.5,353.66,36,2018,2017,11,5,309,6.3619047619047615,12.4,-0.6,3.509911137119598,0.7659254032580517,7.863118552290543,4.86069097151898
2017-11-06,-0.7,-4.3,5.9,0.25,2359.75,353.91,37,2018,2017,11,6,310,5.885714285714285,12.4,-0.7,3.4534454844815077,0.7536035876685692,7.362777317544681,4.40865125388389
2017-11-07,2.4,-0.7,6.5,0.0,2359.75,353.91,38,2018,2017,11,7,311,5.942857142857143,9.4,0.8,2.568379144240863,0.5604662781823647,7.041371048094578,4.844343237619708
2018-11-11,2.9,-0.1,7.9,0.0,2378.42,546.64,42,2019,2018,11,11,315,4.895238095238095,10.7,0.7,2.5070851980888467,0.5470908425688332,5.967536146673008,3.8229400438031815
2018-11-17,2.7,-0.4,10.0,0.0,2470.36,638.58,48,2019,2018,11,17,321,4.5476190476190474,9.8,1.4,2.101337442587232,0.4585494233952816,5.4463759174738,3.6488621777642956
2018-11-18,2.8,-0.3,9.6,0.25,2470.61,638.83,49,2019,2018,11,18,322,4.333333333333333,9.2,0.7,2.419986225856117,0.5280842886064836,5.368378539002041,3.298288127664625
2019-10-09,3.2,-1.4,10.4,0.25,1616.18,41.66,9,2020,2019,10,9,282,10.523809523809524,16.5,3.2,3.2363412616571763,0.7062275622025188,11.90801554572646,9.139603501892587
2019-10-10,4.0,-0.6,11.2,0.0,1616.18,41.66,10,2020,2019,10,10,283,9.761904761904763,13.9,4.0,2.6257334576221156,0.5729820154443556,10.8849495121757,8.638860011633826
2019-10-27,3.9,0.0,11.4,0.0,1838.43,263.91,27,2020,2019,10,27,300,6.795238095238095,10.5,1.6,2.6312499293066387,0.5741858082568988,7.9206422794216165,5.669833911054574
2019-10-29,2.1,-1.3,8.9,0.0,1838.43,263.91,29,2020,2019,10,29,302,6.976190476190476,11.2,2.1,2.555954765230551,0.5577550564072421,8.06939038674867,5.882990565632282
2019-10-30,2.1,-1.6,9.3,0.0,1838.43,263.91,30,2020,2019,10,30,303,6.966666666666667,10.9,0.4,2.738491068697018,0.5975877434411714,8.137938643811363,5.795394689521971
2019-11-20,3.0,0.0,10.7,0.76,2018.28,443.76,51,2020,2019,11,20,324,3.2666666666666666,6.7,-1.8,2.7275141307302757,0.5951923791968176,4.433243729892429,2.100089603440904
2019-11-22,2.8,-0.1,7.6,0.25,2018.53,444.01,53,2020,2019,11,22,326,3.4142857142857146,11.0,-6.6,3.4527214938777955,0.7534455999664764,4.8910390902200085,1.937532338351421
2019-11-26,0.8,-1.3,2.8,1.78,2083.31,508.79,57,2020,2019,11,26,330,3.619047619047619,8.4,-0.7,2.5566812565548815,0.5579135898113122,4.712558255077791,2.5255369830174472
